1,1,20130417,1,9:58:59,84,0.714285714
2,1,20130417,1,9:59:00,77,0.779220779
3,1,20130417,1,9:59:00,77,0.779220779
4,1,20130417,1,9:59:01,83,0.722891566
5,1,20130417,1,9:59:02,81,0.740740741
6,1,20130417,1,9:59:03,78,0.769230769
7,1,20130417,1,9:59:03,78,0.769230769
8,1,20130417,1,9:59:04,81,0.740740741
9,1,20130417,1,9:59:05,79,0.759493671
10,1,20130417,1,9:59:06,78,0.769230769
11,1,20130417,1,9:59:06,78,0.769230769
12,1,20130417,1,9:59:07,82,0.731707317
13,1,20130417,1,9:59:08,81,0.740740741
14,1,20130417,1,9:59:09,82,0.731707317
15,1,20130417,1,9:59:09,87,0.689655172
16,1,20130417,1,9:59:10,87,0.689655172
17,1,20130417,1,9:59:11,88,0.681818182
18,1,20130417,1,9:59:12,89,0.674157303
19,1,20130417,1,9:59:12,91,0.659340659
20,1,20130417,1,9:59:13,87,0.689655172
21,1,20130417,1,9:59:14,80,0.75
22,1,20130417,1,9:59:14,81,0.740740741
23,1,20130417,1,9:59:15,81,0.740740741
24,1,20130417,1,9:59:16,78,0.769230769
25,1,20130417,1,9:59:17,82,0.731707317
26,1,20130417,1,9:59:17,86,0.697674419
27,1,20130417,1,9:59:18,89,0.674157303
28,1,20130417,1,9:59:19,91,0.659340659
29,1,20130417,1,9:59:19,93,0.64516129
30,1,20130417,1,9:59:20,94,0.638297872
31,1,20130417,1,9:59:21,94,0.638297872
32,1,20130417,1,9:59:21,94,0.638297872
33,1,20130417,1,9:59:22,90,0.666666667
34,1,20130417,1,9:59:23,85,0.705882353
35,1,20130417,1,9:59:23,83,0.722891566
36,1,20130417,1,9:59:24,72,0.833333333
37,1,20130417,1,9:59:25,76,0.789473684
38,1,20130417,1,9:59:26,76,0.789473684
39,1,20130417,1,9:59:26,73,0.821917808
40,1,20130417,1,9:59:27,80,0.75
41,1,20130417,1,9:59:28,80,0.75
42,1,20130417,1,9:59:29,84,0.714285714
43,1,20130417,1,9:59:29,88,0.681818182
44,1,20130417,1,9:59:30,92,0.652173913
45,1,20130417,1,9:59:31,93,0.64516129
46,1,20130417,1,9:59:31,94,0.638297872
47,1,20130417,1,9:59:32,95,0.631578947
48,1,20130417,1,9:59:33,98,0.612244898
49,1,20130417,1,9:59:33,92,0.652173913
50,1,20130417,1,9:59:34,98,0.612244898
51,1,20130417,1,9:59:35,98,0.612244898
52,1,20130417,1,9:59:35,96,0.625
53,1,20130417,1,9:59:36,99,0.606060606
54,1,20130417,1,9:59:36,101,0.594059406
55,1,20130417,1,9:59:37,99,0.606060606
56,1,20130417,1,9:59:38,99,0.606060606
57,1,20130417,1,9:59:38,100,0.6
58,1,20130417,1,9:59:39,102,0.588235294
59,1,20130417,1,9:59:39,99,0.606060606
60,1,20130417,1,9:59:40,99,0.606060606
61,1,20130417,1,9:59:41,96,0.625
62,1,20130417,1,9:59:41,83,0.722891566
63,1,20130417,1,9:59:42,80,0.75
64,1,20130417,1,9:59:43,84,0.714285714
65,1,20130417,1,9:59:43,81,0.740740741
66,1,20130417,1,9:59:44,78,0.769230769
67,1,20130417,1,9:59:45,83,0.722891566
68,1,20130417,1,9:59:46,83,0.722891566
